nom_cabina,calidad_aire,codi_dtes,zqa,codi_eoi,longitud,latitud,hora_o3,calidad_o3,valor_o3,hora_no2,calidad_no2,valor_no2,hora_pm10,calidad_pm10,valor_pm10,generat,dateTime
Ciutadella,Regular,IL,01,08019050,2.1874,41.3864,10h,Buena,10,10h,Regular,99,,,,22/06/2018 11:00,1529658302
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,40,10h,Bona,64,10h,Buena,27,22/06/2018 11:00,1529658302
Palau Reial,Regular,IZ,01,08019057,2.1151,41.3875,10h,Buena,18,10h,Regular,122,10h,Buena,30,22/06/2018 11:00,1529658302
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,10h,Regular,109,10h,Regular,46,22/06/2018 11:00,1529658302
Eixample,Regular,IH,01,08019043,2.1538,41.3853,11h,Buena,7,11h,Regular,149,11h,Regular,47,22/06/2018 12:00,1529661903
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,11h,Buena,13,11h,Regular,144,11h,Regular,38,22/06/2018 12:00,1529661903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,35,11h,Bona,69,,,,22/06/2018 12:00,1529661903
Vall Hebron,Regular,IN,01,08019054,2.148,41.4261,11h,Buena,29,11h,Regular,102,11h,Buena,27,22/06/2018 12:00,1529661903
Palau Reial,Regular,IZ,01,08019057,2.1151,41.3875,11h,Buena,19,11h,Regular,140,11h,Buena,31,22/06/2018 12:00,1529661903
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,11h,Bona,56,11h,Regular,46,22/06/2018 12:00,1529661903
Eixample,Regular,IH,01,08019043,2.1538,41.3853,11h,Buena,7,11h,Regular,149,12h,Regular,46,22/06/2018 13:00,1529665502
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,12h,Buena,24,12h,Regular,130,12h,Regular,37,22/06/2018 13:00,1529665502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,50,12h,Bona,46,,,,22/06/2018 13:00,1529665502
Vall Hebron,Regular,IN,01,08019054,2.148,41.4261,12h,Buena,44,12h,Regular,92,12h,Buena,28,22/06/2018 13:00,1529665502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,12h,Buena,58,12h,Bona,75,12h,Buena,30,22/06/2018 13:00,1529665502
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,12h,Bona,33,12h,Regular,45,22/06/2018 13:00,1529665502
Eixample,Regular,IH,01,08019043,2.1538,41.3853,13h,Buena,49,13h,Regular,95,13h,Regular,47,22/06/2018 14:00,1529669102
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,13h,Buena,60,13h,Regular,100,13h,Buena,36,22/06/2018 14:00,1529669102
Ciutadella,Regular,IL,01,08019050,2.1874,41.3864,13h,Buena,11,13h,Regular,96,,,,22/06/2018 14:00,1529669102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,85,13h,Bona,46,13h,Buena,28,22/06/2018 14:00,1529669102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,99,13h,Bona,26,13h,Buena,28,22/06/2018 14:00,1529669102
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,13h,Bona,57,13h,Regular,45,22/06/2018 14:00,1529669102
Eixample,Regular,IH,01,08019043,2.1538,41.3853,14h,Buena,61,14h,Bona,86,15h,Regular,47,22/06/2018 15:00,1529672703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,14h,Buena,75,14h,Bona,88,15h,Buena,36,22/06/2018 15:00,1529672703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,42,14h,Bona,58,,,,22/06/2018 15:00,1529672703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,105,14h,Bona,15,15h,Buena,27,22/06/2018 15:00,1529672703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,108,14h,Bona,18,15h,Buena,27,22/06/2018 15:00,1529672703
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,41,15h,Regular,46,22/06/2018 15:00,1529672703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,15h,Bona,16,,,,22/06/2018 16:00,1529676302
Eixample,Regular,IH,01,08019043,2.1538,41.3853,15h,Buena,61,15h,Bona,90,15h,Regular,47,22/06/2018 16:00,1529676302
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,14h,Buena,75,14h,Bona,88,15h,Buena,36,22/06/2018 16:00,1529676302
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,15h,Buena,45,15h,Bona,53,,,,22/06/2018 16:00,1529676302
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,106,15h,Bona,11,15h,Buena,27,22/06/2018 16:00,1529676302
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,107,15h,Bona,17,15h,Buena,27,22/06/2018 16:00,1529676302
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,15h,Bona,31,15h,Regular,46,22/06/2018 16:00,1529676302
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,16h,Bona,22,,,,22/06/2018 17:00,1529679903
Eixample,Regular,IH,01,08019043,2.1538,41.3853,16h,Buena,62,16h,Bona,85,16h,Regular,48,22/06/2018 17:00,1529679903
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,14h,Buena,75,14h,Bona,88,16h,Regular,37,22/06/2018 17:00,1529679903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,16h,Buena,57,16h,Bona,34,,,,22/06/2018 17:00,1529679903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,16h,Buena,107,16h,Bona,11,16h,Buena,26,22/06/2018 17:00,1529679903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,16h,Buena,106,16h,Bona,19,16h,Buena,27,22/06/2018 17:00,1529679903
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,16h,Bona,32,16h,Regular,47,22/06/2018 17:00,1529679903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,17h,Bona,21,,,,22/06/2018 18:00,1529683503
Eixample,Regular,IH,01,08019043,2.1538,41.3853,17h,Buena,62,17h,Bona,82,18h,Regular,47,22/06/2018 18:00,1529683503
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,16h,,,16h,,,18h,Regular,38,22/06/2018 18:00,1529683503
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,17h,Buena,50,17h,Bona,24,,,,22/06/2018 18:00,1529683503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,17h,Buena,103,17h,Bona,12,18h,Buena,27,22/06/2018 18:00,1529683503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,17h,Buena,104,17h,Bona,18,17h,Buena,28,22/06/2018 18:00,1529683503
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,17h,Bona,37,17h,Regular,47,22/06/2018 18:00,1529683503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,18h,Bona,16,,,,22/06/2018 19:00,1529687102
Eixample,Regular,IH,01,08019043,2.1538,41.3853,18h,Buena,62,18h,Regular,94,18h,Regular,47,22/06/2018 19:00,1529687102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,18h,Buena,75,18h,Bona,85,18h,Buena,36,22/06/2018 19:00,1529687102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,18h,Buena,78,18h,Bona,43,,,,22/06/2018 19:00,1529687102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,18h,Buena,107,18h,Bona,12,18h,Buena,26,22/06/2018 19:00,1529687102
Palau Reial,Regular,IZ,01,08019057,2.1151,41.3875,18h,Regular,113,18h,Bona,14,18h,Buena,28,22/06/2018 19:00,1529687102
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,18h,Bona,34,18h,Regular,47,22/06/2018 19:00,1529687102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,19h,Bona,16,,,,22/06/2018 20:00,1529690703
Eixample,Regular,IH,01,08019043,2.1538,41.3853,19h,Buena,70,19h,Bona,77,19h,Regular,47,22/06/2018 20:00,1529690703
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,19h,Buena,75,19h,Bona,76,19h,Regular,37,22/06/2018 20:00,1529690703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,19h,Buena,75,19h,Bona,47,,,,22/06/2018 20:00,1529690703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,19h,Buena,103,19h,Bona,12,19h,Buena,27,22/06/2018 20:00,1529690703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,19h,Buena,108,19h,Bona,14,19h,Buena,28,22/06/2018 20:00,1529690703
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,19h,Bona,45,19h,Regular,47,22/06/2018 20:00,1529690703
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,20h,Bona,18,,,,22/06/2018 21:00,1529694305
Eixample,Regular,IH,01,08019043,2.1538,41.3853,20h,Buena,70,20h,Bona,65,21h,Regular,48,22/06/2018 21:00,1529694305
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,20h,Buena,86,20h,Bona,41,21h,Regular,38,22/06/2018 21:00,1529694305
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,20h,Buena,61,20h,Bona,53,,,,22/06/2018 21:00,1529694305
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,20h,Buena,102,20h,Bona,12,21h,Buena,27,22/06/2018 21:00,1529694305
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,20h,Buena,107,20h,Bona,14,21h,Buena,29,22/06/2018 21:00,1529694305
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,20h,Bona,47,21h,Regular,46,22/06/2018 21:00,1529694305
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,21h,Bona,17,,,,22/06/2018 22:00,1529697902
Eixample,Regular,IH,01,08019043,2.1538,41.3853,20h,Buena,70,20h,Bona,65,21h,Regular,48,22/06/2018 22:00,1529697902
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,21h,Buena,75,21h,Bona,45,21h,Regular,38,22/06/2018 22:00,1529697902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,21h,Buena,67,21h,Bona,35,,,,22/06/2018 22:00,1529697902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,21h,Buena,91,21h,Bona,14,21h,Buena,27,22/06/2018 22:00,1529697902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,21h,Buena,91,21h,Bona,19,21h,Buena,28,22/06/2018 22:00,1529697902
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,21h,Bona,31,21h,Regular,46,22/06/2018 22:00,1529697902
Eixample,Regular,IH,01,08019043,2.1538,41.3853,,,,NA,,,23h,Regular,49,22/06/2018 23:00,1529701505
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,,,,NA,,,23h,Regular,38,22/06/2018 23:00,1529701505
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,,,,NA,,,23h,Buena,27,22/06/2018 23:00,1529701505
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,,,,NA,,,23h,Buena,28,22/06/2018 23:00,1529701505
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,NA,,,23h,Regular,44,22/06/2018 23:00,1529701505
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,23h,Bona,38,,,,23/06/2018 0:00,1529705103
Eixample,Regular,IH,01,08019043,2.1538,41.3853,,,,NA,,,23h,Regular,49,23/06/2018 0:00,1529705103
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,23h,Buena,67,23h,Bona,43,23h,Regular,38,23/06/2018 0:00,1529705103
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,23h,Buena,62,23h,Bona,15,,,,23/06/2018 0:00,1529705103
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,23h,Buena,75,23h,Bona,24,23h,Buena,27,23/06/2018 0:00,1529705103
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,23h,Buena,67,23h,Bona,25,23h,Buena,28,23/06/2018 0:00,1529705103
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,23h,Bona,21,23h,Regular,43,23/06/2018 0:00,1529705103
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,0h,Bona,22,,,,23/06/2018 1:00,1529708705
Eixample,Regular,IH,01,08019043,2.1538,41.3853,0h,Buena,58,0h,Bona,53,1h,Regular,47,23/06/2018 1:00,1529708705
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,0h,Buena,73,0h,Bona,30,1h,Regular,38,23/06/2018 1:00,1529708705
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,0h,Buena,62,0h,Bona,19,,,,23/06/2018 1:00,1529708705
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,0h,Buena,80,0h,Bona,17,1h,Buena,26,23/06/2018 1:00,1529708705
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,0h,Buena,68,0h,Bona,20,1h,Buena,27,23/06/2018 1:00,1529708705
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,0h,Bona,18,1h,Regular,43,23/06/2018 1:00,1529708705
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,1h,Bona,22,,,,23/06/2018 2:00,1529712302
Eixample,Regular,IH,01,08019043,2.1538,41.3853,1h,Buena,62,1h,Bona,40,1h,Regular,46,23/06/2018 2:00,1529712302
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,1h,Buena,64,1h,Bona,40,1h,Regular,38,23/06/2018 2:00,1529712302
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,1h,Buena,48,1h,Bona,26,,,,23/06/2018 2:00,1529712302
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,1h,Buena,76,1h,Bona,18,1h,Buena,27,23/06/2018 2:00,1529712302
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,1h,Buena,56,1h,Bona,28,1h,Buena,27,23/06/2018 2:00,1529712302
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,1h,Bona,16,1h,Regular,42,23/06/2018 2:00,1529712302
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,2h,Bona,40,,,,23/06/2018 3:00,1529715905
Eixample,Regular,IH,01,08019043,2.1538,41.3853,2h,Buena,46,2h,Bona,55,3h,Regular,47,23/06/2018 3:00,1529715905
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,2h,Buena,61,2h,Bona,38,3h,Regular,38,23/06/2018 3:00,1529715905
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,2h,Buena,43,2h,Bona,27,,,,23/06/2018 3:00,1529715905
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,2h,Buena,70,2h,Bona,18,3h,Buena,26,23/06/2018 3:00,1529715905
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,2h,Buena,56,2h,Bona,24,3h,Buena,27,23/06/2018 3:00,1529715905
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,2h,Bona,11,3h,Regular,42,23/06/2018 3:00,1529715905
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,3h,Bona,28,,,,23/06/2018 4:00,1529719502
Eixample,Regular,IH,01,08019043,2.1538,41.3853,3h,Buena,53,3h,Bona,41,3h,Regular,46,23/06/2018 4:00,1529719502
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,3h,Buena,67,3h,Bona,27,3h,Regular,38,23/06/2018 4:00,1529719502
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,3h,Buena,42,3h,Bona,24,,,,23/06/2018 4:00,1529719502
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,3h,Buena,61,3h,Bona,21,3h,Buena,26,23/06/2018 4:00,1529719502
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,3h,Buena,38,3h,Bona,37,3h,Buena,27,23/06/2018 4:00,1529719502
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,3h,Bona,15,3h,Regular,41,23/06/2018 4:00,1529719502
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,4h,Bona,21,,,,23/06/2018 5:00,1529723105
Eixample,Regular,IH,01,08019043,2.1538,41.3853,4h,Buena,48,4h,Bona,41,5h,Regular,46,23/06/2018 5:00,1529723105
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,4h,Buena,57,4h,Bona,34,5h,Regular,38,23/06/2018 5:00,1529723105
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,4h,Buena,38,4h,Bona,24,,,,23/06/2018 5:00,1529723105
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,4h,Buena,64,4h,Bona,15,5h,Buena,27,23/06/2018 5:00,1529723105
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,4h,Buena,19,4h,Bona,34,5h,Buena,27,23/06/2018 5:00,1529723105
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,4h,Bona,18,5h,Regular,42,23/06/2018 5:00,1529723105
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,5h,Bona,17,,,,23/06/2018 6:00,1529726702
Eixample,Regular,IH,01,08019043,2.1538,41.3853,5h,Buena,50,5h,Bona,38,5h,Regular,45,23/06/2018 6:00,1529726702
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,5h,Buena,60,5h,Bona,28,6h,Regular,37,23/06/2018 6:00,1529726702
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,5h,Buena,35,5h,Bona,26,,,,23/06/2018 6:00,1529726702
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,5h,Buena,39,5h,Bona,26,5h,Buena,27,23/06/2018 6:00,1529726702
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,5h,Buena,15,5h,Bona,39,5h,Buena,27,23/06/2018 6:00,1529726702
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,5h,Bona,19,5h,Regular,41,23/06/2018 6:00,1529726702
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,6h,Bona,26,,,,23/06/2018 7:00,1529730305
Eixample,Regular,IH,01,08019043,2.1538,41.3853,6h,Buena,39,6h,Bona,46,7h,Regular,45,23/06/2018 7:00,1529730305
Gràcia,Regular,IJ,01,08019044,2.1534,41.3987,6h,Buena,51,6h,Bona,32,7h,Regular,37,23/06/2018 7:00,1529730305
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,6h,Buena,31,6h,Bona,30,,,,23/06/2018 7:00,1529730305
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,6h,Buena,23,6h,Bona,31,7h,Buena,27,23/06/2018 7:00,1529730305
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,6h,Buena,10,6h,Bona,30,7h,Buena,28,23/06/2018 7:00,1529730305
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,6h,Bona,28,7h,Regular,42,23/06/2018 7:00,1529730305
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,7h,Bona,46,,,,23/06/2018 8:00,1529733902
Eixample,Regular,IH,01,08019043,2.1538,41.3853,7h,Buena,33,7h,Bona,53,7h,Regular,44,23/06/2018 8:00,1529733902
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,7h,Buena,41,7h,Bona,37,7h,Buena,36,23/06/2018 8:00,1529733902
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,7h,Buena,31,7h,Bona,24,,,,23/06/2018 8:00,1529733902
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,7h,Buena,16,7h,Bona,40,7h,Buena,27,23/06/2018 8:00,1529733902
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,7h,Buena,5,7h,Bona,35,7h,Buena,28,23/06/2018 8:00,1529733902
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,7h,Bona,39,7h,Regular,41,23/06/2018 8:00,1529733902
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,8h,Bona,30,,,,23/06/2018 9:00,1529737505
Eixample,Regular,IH,01,08019043,2.1538,41.3853,8h,Buena,37,8h,Bona,49,9h,Regular,42,23/06/2018 9:00,1529737505
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,8h,Buena,44,8h,Bona,34,9h,Buena,34,23/06/2018 9:00,1529737505
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,8h,Buena,32,8h,Bona,25,,,,23/06/2018 9:00,1529737505
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,8h,Buena,38,8h,Bona,30,9h,Buena,26,23/06/2018 9:00,1529737505
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,8h,Buena,19,8h,Bona,40,9h,Buena,27,23/06/2018 9:00,1529737505
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,8h,Bona,34,9h,Regular,38,23/06/2018 9:00,1529737505
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,9h,Bona,27,,,,23/06/2018 10:00,1529741102
Eixample,Regular,IH,01,08019043,2.1538,41.3853,9h,Buena,59,9h,Bona,34,9h,Regular,41,23/06/2018 10:00,1529741102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,9h,Buena,72,9h,Bona,23,9h,Buena,33,23/06/2018 10:00,1529741102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,9h,Buena,63,9h,Bona,19,,,,23/06/2018 10:00,1529741102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,9h,Buena,69,9h,Bona,14,9h,Buena,26,23/06/2018 10:00,1529741102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,9h,Buena,60,9h,Bona,21,9h,Buena,26,23/06/2018 10:00,1529741102
Poblenou,Regular,I2,01,08019004,2.2045,41.4039,,,,9h,Bona,16,9h,Regular,38,23/06/2018 10:00,1529741102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,10h,Bona,26,,,,23/06/2018 11:00,1529744705
Eixample,Buena,IH,01,08019043,2.1538,41.3853,10h,Buena,57,10h,Bona,29,11h,Buena,36,23/06/2018 11:00,1529744705
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,10h,Buena,66,10h,Bona,22,11h,Buena,29,23/06/2018 11:00,1529744705
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,10h,Buena,68,10h,Bona,13,,,,23/06/2018 11:00,1529744705
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,10h,Buena,65,10h,Bona,10,11h,Buena,25,23/06/2018 11:00,1529744705
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,10h,Buena,60,10h,Bona,20,11h,Buena,22,23/06/2018 11:00,1529744705
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,10h,Bona,16,11h,Buena,35,23/06/2018 11:00,1529744705
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,11h,Bona,13,,,,23/06/2018 12:00,1529748302
Eixample,Buena,IH,01,08019043,2.1538,41.3853,11h,Buena,53,11h,Bona,40,11h,Buena,35,23/06/2018 12:00,1529748302
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,11h,Buena,64,11h,Bona,26,11h,Buena,28,23/06/2018 12:00,1529748302
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,11h,Buena,70,11h,Bona,13,,,,23/06/2018 12:00,1529748302
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,11h,Buena,68,11h,Bona,10,11h,Buena,25,23/06/2018 12:00,1529748302
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,11h,Buena,66,11h,Bona,16,11h,Buena,22,23/06/2018 12:00,1529748302
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,11h,Bona,12,11h,Buena,34,23/06/2018 12:00,1529748302
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,12h,Bona,24,,,,23/06/2018 13:00,1529751903
Eixample,Buena,IH,01,08019043,2.1538,41.3853,12h,Buena,59,12h,Bona,42,12h,Buena,34,23/06/2018 13:00,1529751903
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,12h,Buena,62,12h,Bona,37,12h,Buena,26,23/06/2018 13:00,1529751903
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,12h,Buena,81,12h,Bona,5,,,,23/06/2018 13:00,1529751903
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,12h,Buena,75,12h,Bona,11,12h,Buena,23,23/06/2018 13:00,1529751903
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,12h,Buena,68,12h,Bona,23,12h,Buena,20,23/06/2018 13:00,1529751903
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,12h,Bona,12,12h,Buena,33,23/06/2018 13:00,1529751903
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,13h,Bona,15,,,,23/06/2018 14:00,1529755503
Eixample,Buena,IH,01,08019043,2.1538,41.3853,13h,Buena,66,13h,Bona,36,13h,Buena,33,23/06/2018 14:00,1529755503
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,13h,Buena,69,13h,Bona,30,13h,Buena,26,23/06/2018 14:00,1529755503
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,13h,Buena,79,13h,Bona,9,,,,23/06/2018 14:00,1529755503
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,13h,Buena,74,13h,Bona,12,13h,Buena,22,23/06/2018 14:00,1529755503
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,13h,Buena,83,13h,Bona,12,13h,Buena,20,23/06/2018 14:00,1529755503
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,13h,Bona,13,13h,Buena,33,23/06/2018 14:00,1529755503
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,13h,Bona,15,,,,23/06/2018 15:00,1529759102
Eixample,Buena,IH,01,08019043,2.1538,41.3853,14h,Buena,71,14h,Bona,34,14h,Buena,32,23/06/2018 15:00,1529759102
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,14h,Buena,76,14h,Bona,33,14h,Buena,25,23/06/2018 15:00,1529759102
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,14h,Buena,83,14h,Bona,5,,,,23/06/2018 15:00,1529759102
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,14h,Buena,80,14h,Bona,14,14h,Buena,21,23/06/2018 15:00,1529759102
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,14h,Buena,89,14h,Bona,12,14h,Buena,20,23/06/2018 15:00,1529759102
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,14h,Bona,10,14h,Buena,32,23/06/2018 15:00,1529759102
Sants,Buena,ID,01,08019042,2.1331,41.3788,,,,13h,Bona,15,,,,23/06/2018 16:00,1529762703
Eixample,Buena,IH,01,08019043,2.1538,41.3853,15h,Buena,73,15h,Bona,27,15h,Buena,31,23/06/2018 16:00,1529762703
Gràcia,Buena,IJ,01,08019044,2.1534,41.3987,15h,Buena,82,15h,Bona,18,15h,Buena,25,23/06/2018 16:00,1529762703
Ciutadella,Buena,IL,01,08019050,2.1874,41.3864,15h,Buena,82,15h,Bona,5,,,,23/06/2018 16:00,1529762703
Vall Hebron,Buena,IN,01,08019054,2.148,41.4261,15h,Buena,80,15h,Bona,9,15h,Buena,21,23/06/2018 16:00,1529762703
Palau Reial,Buena,IZ,01,08019057,2.1151,41.3875,15h,Buena,90,15h,Bona,13,15h,Buena,20,23/06/2018 16:00,1529762703
Poblenou,Buena,I2,01,08019004,2.2045,41.4039,,,,15h,Bona,9,15h,Buena,31,23/06/2018 16:00,1529762703
