test-ins - Madrid Innova;;;;;;;;;
Evento;Espacio;Tipo;Fecha;Hora Inicio;Hora Fin;Ponente;Dirigido a;inscritos;Descripción
El futuro de la innovación y el emprendimiento en Madrid;Aravaca Innovation Lab;Conferencia;07-09-2023;18:00;20:00;"Jorge Álvarez-Cercadillo , Director de Emprendimiento de la UAM; Begoña Laibarra ,Directora de SQS y Ángel Niño, Concejal del Área Delegada de Innovación y Emprendimiento";Emprendedores;15;Madrid se ha erigido como un epicentro vibrante de innovación y emprendimiento. En los últimos años, la ciudad ha experimentado una notable transformación, consolidándose como un ecosistema favorable para la generación de ideas disruptivas, la creación de nuevas empresas y la promoción de soluciones vanguardistas basadas en nuevas tecnologías. En este contexto, presentaremos qué puede aportar Aravaca Innovation Lab (AIL) al ecosistema de innovación y emprendimiento de la ciudad. Asimismo, asistiremos a una charla en la que representantes del sector público, privado y académico reflexionarán sobre la evolución de la innovación en sus respectivos sectores, compartirán casos de éxito y analizarán las perspectivas y tendencias de futuro.
Herramientas para gestionar y liderar un equipo en remoto;Puerta innovación;Formación;07-09-2023;17:00;18:00;Beatriz Iborra, responsable Comercial para Iberia en Remote, experta en B2B y venta de SaaS;Emprendedores;33;
Woo, ¿qué? ¡WooCommerce!;iLAB;Taller;13-07-2023;19:30;;Santiago Cerro;Emprendedores;0;
Encuentro Madrid AI: Networking + Charlas IA;iLAB;Conferencia;06-07-2023;18:30;;Madrid AI;Emprendedores;0;
Aravaca Emprende: ¿Emprender está “de moda”?;Aravaca Innovation Lab;Conferencia;05-07-2023;13:00;14:00;Carlota Castro, Directora comercial de Mi Marca, arte y movimiento y Esperanza Terán, CEO de Terán Conde Paris;Emprendedores;32;En la actualidad, las startups de moda se enfrentan a una serie de desafíos externos, como la competencia de grandes empresas que controlan una gran parte del mercado de la moda y la creciente conciencia ambiental de los consumidores. Además, para sobrevivir y tener éxito en el mercado, las startups de moda deben ser capaces de adaptarse rápidamente a los cambios en las tendencias y las preferencias de los consumidores. En esta sesión en formato webinar, exploraremos el mundo de las startups de moda y hablaremos de los desafíos y oportunidades que enfrentan. También abordaremos el papel de los jóvenes emprendedores en el desarrollo de la industria de la moda y discutiremos algunas estrategias clave para hacer frente a los desafíos de la industria. Carlota Castro, Directora comercial de Mi Marca, arte en movimiento y Esperanza Terán, CEO de Teran Conde, nos contarán los retos a los que se enfrentan las personas que emprenden en la industria de la moda, qué papel juega la tecnología en este sector y qué perspectivas de futuro tiene.
Erasmus No Code 4 Business | Presentación de resultados;iLAB;Presentación de producto;05-07-2023;10:00;14:00;Cink Venturing, Accademia IRSEI y Fundatia Eos;Emprendedores;0;
Inteligencia Artificial Generativa: Estado actual y ejemplo de uso;iLAB;Conferencia;04-07-2023;19:00;20:00;Ángel Niño, Concejal de Innovación y Emprendimiento del Ayto de Madrid, Emilio Soria-Olivas, catedrático Universitat de Valéncia y José Luis Herránz, socio fundador de Vocality.AI;Emprendedores;30;
Encuentro Universidad North West;iLAB;Conferencia;04-07-2023;10:00;13:30;Austral Group, Skechers Iberia, Universidad North West;Emprendedores;0;
Máquina digital para convertir seguidores en clientes;iLAB;Formación;29-06-2023;18:00;19:00;Darilyn Aquino, consultora de negocios, autora de tres libros, conferenciante internacional y formadora;Emprendedores;12;
#APPS4LOGISTICS | VII EDICIÓN;iLAB;Conferencia;27-06-2023;09:00;14:00;CITET;Empresas;0;
Programas de financiación europeos 2021-2027 / ONLINE;Aravaca Innovation Lab;Taller;22-06-2023;13:00;14:00;Francisco Aranda, Experto en Fondos Europeos;Empresas;15;Marco Financiero Plurianual, Next Generation, Horizonte Europa, open calls, Digital Europe Programme… Si eres emprendedor, investigador o representante de una organización interesada en acceder a fondos y oportunidades de financiación a nivel europeo, tienes una cita el próximo 22 de junio a la 13:00h.   Durante este webinar informativo, impartido por Francisco Aranda, coordinador de CARSANEXT (oficina de CARSA dedicada íntegramente a la gestión de planes, programas y proyectos financiados con fondos europeos), exploraremos los diferentes programas de financiación europeos del período 2021-2027, proporcionándote una visión completa del mapa de oportunidades de financiación para pymes y startups
Cómo hacer un investor deck para convencer a inversores;iLAB;Formación;21-06-2023;17:00;18:00;Iván García Berjano, CEO de Finanziaconnect;Emprendedores;23;
Transformar un proyecto de investigación en un producto de mercado;iLAB;Conferencia;19-06-2023;16:00;17:00;José Carlos Pulido, CEO y fundador de Inrobics.;Emprendedores;9;
SemiDemo 2023 de EAE Emprende Madrid;iLAB;Conferencia;15-06-2023;17:30;20:00;EAE Business School Madrid;Emprendedores;0;
Propiedad Intelectual para atraer inversores y aumentar la valoración de tu startup;iLAB;Formación;14-06-2023;17:00;18:00;Román Pérez, abogado de PI, y Guillermo Criado, ambos de Silex IP;Emprendedores;11;
6 Técnicas “secretas” para aumentar tus ventas;Aravaca Innovation Lab;Taller;12-06-2023;17:00;18:00;Igor Suárez, Experto en Marketing y Ventas;Empresas;13;Hay personas que tienen la habilidad de vender hielo a un esquimal... ¿Cómo lo hacen? ¿Son magos? ¿Hipnotizan a sus clientes? Nada más lejos de la realidad... Usan depuradas técnicas de ventas para conseguir sus objetivos. En esta charla - taller te explicaremos cómo tú también puedes hacerlo. De la mano de Igor Suárez, experto en marketing y ventas con más de 25 años de experiencia “vendiendo arena en el desierto del Sáhara”. No dejes pasar esta oportunidad!
Arquitectura web para proyectos con WordPress - Conceptos básicos;iLAB;Taller;08-06-2023;18:30;20:30;Fernando Puente, Madrid WordPress;Emprendedores;0;
PNL para emprendedores: Cómo reprogramar tu 99% y desplegar todo tu potencial;Puerta innovación;Formación;06-06-2023;18:00;19:00;Laura Arredondo Ballester, PNL practitioner & Sales Account Manager;Emprendedores;27;
Martes de Design Thinking;iLAB;Taller;30-05-2023;18:30;20:30;Design Thinking España;Emprendedores;0;
Hackea tu cerebro: La revolución de la neurotecnología;iLAB;Conferencia;25-05-2023;12:00;;Rob Cecilio, CEO y Co-Founder de Dendron Technologies.;Emprendedores;40;
Ciber-AIL: Principios de ciberseguridad para PYMEs / ONLINE;Aravaca Innovation Lab;Taller;24-05-2023;18:00;19:00;Luís Blanco;Empresas;7;"Descubre los fundamentos esenciales de la ciberseguridad en nuestro webinar ""Introducción a los Principios de Ciberseguridad para PYMES"". Aprende a proteger tu negocio de las amenazas mediante consejos prácticos y mejores prácticas adaptadas a las necesidades de las PYMES. Abordaremos temas como las amenazas comunes, la protección de datos, contraseñas seguras, educación y concienciación, herramientas de seguridad y plan de respuesta a incidentes. Al final del webinar, estarás mejor preparado para tomar decisiones informadas sobre ciberseguridad y proteger tu negocio de posibles ataques gracias a los consejos de Luís Blanco, experto en ciberseguridad de redborder ¡Únete y fortalece la seguridad de tu PYME en el mundo digital!"
Taller de podcast para emprendedores;iLAB;Taller;23-05-2023;18:00;19:30;Mario Caira, coach - capacitador en Comunicación Empresarial y Oratoria;Emprendedores;12;
Cierre CPM: Solución robótica para detección de emisiones de gases en vertedero;iLAB;Conferencia;23-05-2023;16:00;18:00;;Empresas;56;
Foresighting, planifica tu posicionamiento y diseña el futuro de tu empresa;iLAB;Formación;17-05-2023;17:00;18:00;Gabriel Weinstein, Managing Partner Europe en OLIVIA Global;Emprendedores;9;
Encuentro mensual NSCoder Night Madrid: ‘Funcionalidades dinámicas en una app multi-marca´;iLAB;Taller;17-05-2023;19:00;;NSCoder Night Madrid;Desarrolladores;0;
Match creativo: Cómo Tinder ha revolucionado el marketing;iLAB;Formación;08-05-2023;17:00;18:00;Paco Lorente y Francisco Torreblanca, profesores de ESIC Business & Marketing School y Co-Founders de SInaia y Wannathink;Emprendedores;14;
EIC Accelerator: consigue financiación para tu start-up;Aravaca Innovation Lab;Formación;04-05-2023;18:00;19:00;;Emprendedores;4;
Tips para tu pitch de ventas;iLAB;Formación;04-05-2023;17:30;19:00;Sebastián García Posse, director general de Ases y Reinas;Emprendedores;12;
Estrategia de cobros según tu modelo de negocio;Puerta innovación;Formación;27-04-2023;17:00;18:00;María Luque, CEO y cofundadora de Uelz, y su socia  Xandra Etxabe;Emprendedores;17;
Conferencia Internacional sobre Safety y Cybersecurity;iLAB;Conferencia;26-04-2023;;;SQS;Empresas;0;
Foro de Inversión Madrid Emprende;iLAB;Conferencia;25-04-2023;16:00;;Madrid Emprende en colaboración con Keiretsu Forum;Emprendedores;0;
Congreso Scaleup;iLAB;Conferencia;18-04-2023;;;Ayuntamiento de Madrid, Dirección General de Planificación e Infraestructuras de Movilidad.;Empresas;0;
Eventos Emprendedores 9ª Edición;iLAB;Taller;13-04-2023;17:00;20:00;Tom Horsey, Business Angel y y Cofundador de StartupLabs Spain/Malta & Eoniq.fund;Emprendedores;0;
Sociedad e Industria 5.0 y el futuro de las smart cities;Puerta innovación;Taller;29-03-2023;17:00;18:00;Ramón Suárez, CEO de iVigo Business Space, emprendedor y mentor de nuevos talentos;Emprendedores;12;
Qué es un Enisa y cómo puedo solicitar uno;Puerta innovación;Conferencia;23-03-2023;11:00;12:00;Nacho Liñán, departamento de comunicación y promoción de Enisa;Emprendedores;4;
¡Bye bye secciones! Aprende a usar flexbox en Elementor;Puerta innovación;Formación;23-03-2023;18:30;20:30;Maylén García, Web Design Expert;Emprendedores;0;
CICLO DE FORMACIÓN PARA EMPRENDEDORES: Gestión financiera eficiente en mi startup;iLAB;Taller;22-03-2023;10:00;14:00;Fernando Moroy, el Presidente del Chapter Madrid Keiretsu;Emprendedores;0;
Oportunidades de negocio basadas en economía circular para startups;Puerta innovación;Formación;22-03-2023;17:00;18:00;Luján López, ingeniera especialista en sostenibilidad e I+D+i, CEO de Eixo Sostenibilidad;Emprendedores;9;
Madrid, International FinTech Capital;iLAB;Conferencia;21-03-2023;09:30;13:30;;Empresas;0;
Encuentro mensual NSCoder Night Madrid: 'iOS Home Depot: Tooling';Puerta innovación;Taller;15-03-2023;19:00;20:30;Sofía Swidarowicz, Sr iOS Engineer;Emprendedores;0;
Martes de Design Thinking;iLAB;Taller;14-03-2023;18:30;20:30;Design Thinking España;Emprendedores;0;Muchas gracias por inscribirte a Martes de Design Thinking  
Neurobranding: haz que tu marca genere identificación y fidelidad en tu negocio;Puerta innovación;Formación;14-03-2023;18:00;19:00;Fede Nahon, Fundador de Brandso, experto en data science, neurobranding y eneagramas;Emprendedores;6;   
No dejes que tu proyecto muera por la caja, tips para evitar problemas de liquidez;Puerta innovación;Formación;09-03-2023;18:00;19:00;Adrián Fuente Posadilla, CEO de Orama;Emprendedores;8;
Sales Navigator, incrementa tus clientes en LinkedIn;Puerta innovación;Formación;08-03-2023;17:00;18:00;Toni Gómez, mentor de empresas y emprendedores;Emprendedores;8;
Procesos de automatización y gestión del tiempo para que tu empresa crezca;Puerta innovación;Formación;07-03-2023;17:00;18:00;Gelen Torres, Media & Content Manager;Emprendedores;7;
Mesa Redonda: Consigue tu primera ronda;Puerta innovación;Conferencia;02-03-2023;18:00;19:00;"Ignacio Muñoz, fundador y CEO de Store+; Federico Sujoluzki, funfador y CEO de KUPAY; Xavier García, cofundador de Rozett y David Hernández, CEO y fundador de Tokey";Emprendedores;14;
Debate Mujer, innovación y tecnología;iLAB;Conferencia;27-02-2023;16:00;18:00;Mujeres Emprendedoras del Ecosistema Madrid Innovation;Emprendedores;39;
6 fases para aplicar la IA en startups;Puerta innovación;Formación;23-02-2023;17:00;18:00;David Tinoco Reyes, experto en Data y Analytics;Emprendedores;6;Sin necesidad de tener conocimientos en la ciencia de datos, con los servicios de Amazon Web Services, Azure, Google e IBM podemos utilizar soluciones pre construidas para crear recomendaciones personalizadas, modernizar la atención de nuestros clientes, detectar sentimientos en nuestros compradores y, en definitiva, sacar el mayor provecho para generar mayores ingresos, optimizar la operación y fidelizar a nuestros clientes. Para aplicar la inteligencia artificial de forma útil en tu proyecto es importante conocer y seguir 6 fases esenciales que tienen que ver con la aplicación de la metodología CRISP-DM, si quieres conocer cuáles son, David Tinoco Reyes, experto en Data y Analytics, te lo explica en nuestra próxima sesión de FormaDOOR. Conocerás y entenderás todo el proceso de esta metodología para aplicarla en tu negocio, desde definir claramente el problema que buscamos resolver hasta la implementación de la solución que hara de él un proyecto viable y exitoso. Sobre el ponente: David Tinoco Reyes es un profesional en sistemas de información, con más de 7 años de experiencia en proyectos de gestión de datos, analítica e inteligencia artificial. Desempeñó diferentes roles en áreas de preventa, arquitectura y estrategia para Oracle, IBM y Microsoft. Actualmente trabaja como Arquitecto de Datos para Logicalis Spain y es mentor en Transformación Digital y Data para el CIDE-PUCP. Formato presencial, Centro Puerta Innovación, Calle de Toledo 110, Madrid. Fecha y hora: Jueves  23 de febrero, de 17:00 - 18:00 horas.
